br;Recursos;Beneficiarios;Media;Desvio;Minimo;perc_1;rec_1;Mediana;perc_99;rec_99;Maximo;Municipios;Per_municipio;Per_beneficiario;pop_2022;auxilio
Brasil;13868409094;20303520;683.0544208097906;166.60368877750324;25;325.0;37825675;650.0;1264.0;299186927;4514;5291;2621131;683.0544208097906;203062512;9.998654995462678
