Municipio;UF;Total;count;mean;std;min;25%;50%;75%;max
ENVIRA;AM;2939674;3738;786.43;247.38;180;610;750;850;2696
EPITACIOLANDIA;AC;1779479;2584;688.65;167.87;205;600;650;750;2070
EQUADOR;RN;921468;1477;623.88;126.98;205;600;600;650;1544
EREBANGO;RS;203208;304;668.45;160.92;205;590;640;750;1636
ERECHIM;RS;1495911;2210;676.88;206.36;180;600;650;790;1920
ERERE;CE;632363;973;649.91;161.9;205;600;650;750;1636
ERICO CARDOSO;BA;1019050;1460;697.98;162.33;205;600;650;750;2012
ERMO;SC;85070;117;727.09;215.66;325;600;700;800;1494
ERNESTINA;RS;63789;94;678.61;204.14;230;600;650;750;1586
ERVAL GRANDE;RS;202429;295;686.2;160.69;230;600;650;750;1252
ERVAL SECO;RS;259693;393;660.8;197.34;205;600;650;750;1686
ERVAL VELHO;SC;25593;38;673.5;359.6;205;400;595;800;1894
ERVALIA;MG;1038833;1506;689.8;170.08;205;650;700;750;1870
ESCADA;PE;7746921;11843;654.14;131.76;180;600;640;750;1728
ESMERALDA;RS;133837;190;704.41;227.34;325;600;650;798;1578
ESMERALDAS;MG;6399551;9202;695.45;167.65;180;600;650;750;2120
ESPERA FELIZ;MG;1647140;2474;665.78;164.61;230;600;650;750;1694
ESPERANCA;PB;3704223;5452;679.42;158.94;180;600;650;750;2162
ESPERANCA DO SUL;RS;172733;253;682.74;151.12;230;600;650;750;1352
ESPERANCA NOVA;PR;71802;102;703.94;166.45;280;610;700;800;1252
ESPERANTINA;PI;5247359;7561;694.0;156.39;180;600;650;750;2262
ESPERANTINA;TO;1133509;1534;738.92;204.51;205;600;700;800;2396
ESPERANTINOPOLIS;MA;2623522;3721;705.06;148.91;205;600;650;800;1820
ESPIGAO ALTO DO IGUACU;PR;485096;688;705.08;196.76;230;600;650;772;2354
ESPIGAO D'OESTE;RO;1306762;1854;704.83;227.06;205;600;700;800;1882
ESPINOSA;MG;4045582;6154;657.39;142.43;180;600;600;750;1962
ESPIRITO SANTO;RN;1450285;2193;661.32;129.6;205;600;640;750;1494
ESPIRITO SANTO DO DOURADO;MG;466787;636;733.94;180.94;205;650;750;800;2020
ESPIRITO SANTO DO PINHAL;SP;558932;865;646.16;206.6;205;561;640;750;1870
ESPIRITO SANTO DO TURVO;SP;117776;164;718.15;220.57;280;600;683;800;1594
ESPLANADA;BA;4589779;6769;678.06;164.95;205;600;650;750;1978
ESPUMOSO;RS;536570;791;678.34;148.53;230;600;650;750;1444
ESTACAO;RS;129790;194;669.02;147.73;205;600;650;750;1186
ESTANCIA;SE;8009775;11974;668.93;155.12;180;600;650;750;2094
ESTANCIA VELHA;RS;863440;1232;700.84;168.38;205;600;658;800;1828
ESTEIO;RS;2951698;4349;678.71;167.75;205;600;650;750;2404
ESTIVA;MG;485973;687;707.38;157.77;280;650;700;800;1444
ESTIVA GERBI;SP;369486;521;709.19;192.49;205;600;682;800;2220
ESTREITO;MA;3083392;4418;697.92;163.9;205;600;666;760;1778
ESTRELA;RS;618496;851;726.79;177.41;205;600;700;800;1502
ESTRELA D'OESTE;SP;223677;328;681.94;186.65;220;600;650;750;1586
ESTRELA DALVA;MG;185839;276;673.33;174.46;280;600;650;752;1636
ESTRELA DE ALAGOAS;AL;2151199;3117;690.15;150.91;205;600;650;750;1878
ESTRELA DO INDAIA;MG;88402;137;645.27;186.52;205;600;621;750;1444
ESTRELA DO NORTE;GO;246079;357;689.3;159.65;205;600;650;750;1444
ESTRELA DO NORTE;SP;73441;116;633.11;144.2;280;600;600;742;1102
ESTRELA DO SUL;MG;344652;496;694.86;143.26;205;600;650;750;1444
ESTRELA VELHA;RS;181711;268;678.03;131.04;300;600;650;750;1168
EUCLIDES DA CUNHA;BA;9811060;14645;669.93;139.56;205;600;600;750;2070
EUCLIDES DA CUNHA PAULISTA;SP;479867;742;646.72;164.95;205;600;650;750;1678
EUGENIO DE CASTRO;RS;111547;160;697.17;186.21;230;600;650;800;1402
EUGENOPOLIS;MG;972246;1497;649.46;137.4;205;600;600;740;1578
EUNAPOLIS;BA;10130854;14957;677.33;159.84;180;600;650;750;2220
EUSEBIO;CE;4427446;6608;670.01;155.84;180;600;650;750;2262
EWBANK DA CAMARA;MG;459139;662;693.56;151.93;325;600;650;750;1650
EXTREMA;MG;854103;1271;671.99;220.74;205;590;650;800;1786
EXTREMOZ;RN;5790844;8512;680.32;162.13;205;600;650;750;1978
EXU;PE;5806330;8475;685.11;151.66;230;600;650;750;2312
FAGUNDES;PB;1629337;2306;706.56;191.58;205;600;650;750;2320
FAGUNDES VARELA;RS;6391;9;710.11;99.0;600;650;700;800;877
FAINA;GO;443916;656;676.7;152.38;230;600;650;750;1302
FAMA;MG;139100;200;695.5;142.51;325;600;650;750;1252
FARIA LEMOS;MG;327237;477;686.03;147.21;325;600;650;750;1644
FARIAS BRITO;CE;2288164;3404;672.2;148.59;205;600;650;750;1636
FARO;PA;2025152;2989;677.53;165.11;205;600;600;750;1878
FAROL;PR;149873;226;663.15;166.57;230;600;620;750;1344
FARROUPILHA;RS;1417646;2079;681.89;167.87;205;600;650;750;1828
FARTURA;SP;787061;1195;658.63;170.59;180;600;610;750;1820
FARTURA DO PIAUI;PI;1080817;1590;679.76;154.44;350;600;650;750;1636
FATIMA;BA;2841983;4409;644.59;129.05;180;600;600;700;1736
FATIMA;TO;267370;385;694.47;192.9;230;600;650;750;1628
FATIMA DO SUL;MS;686764;1022;671.98;220.16;180;600;650;800;1862
FAXINAL;PR;986417;1390;709.65;181.36;180;600;696;800;1736
FAXINAL DO SOTURNO;RS;328300;501;655.29;130.8;255;600;600;740;1300
FAXINAL DOS GUEDES;SC;186483;267;698.44;218.45;205;600;700;805;1394
FAXINALZINHO;RS;141488;214;661.16;131.31;325;600;640;750;1260
FAZENDA NOVA;GO;700185;1052;665.58;114.69;230;600;650;750;1386
FAZENDA RIO GRANDE;PR;5395256;7733;697.69;179.6;180;600;650;800;1978
FAZENDA VILANOVA;RS;124160;181;685.97;214.67;205;600;650;750;1494
FEIJO;AC;4504732;5504;818.45;286.45;205;650;750;902;2504
FEIRA DA MATA;BA;668528;985;678.71;153.44;205;600;650;750;1678
FEIRA DE SANTANA;BA;48334856;71727;673.87;145.58;180;600;650;750;2262
FEIRA GRANDE;AL;3274435;4716;694.32;149.92;205;600;650;750;1920
FEIRA NOVA;PE;4711959;7237;651.09;114.65;325;600;600;700;2162
FEIRA NOVA;SE;867801;1277;679.56;162.72;255;600;650;750;1928
FEIRA NOVA DO MARANHAO;MA;1124025;1537;731.31;181.13;205;600;700;800;1870
FELICIO DOS SANTOS;MG;530766;770;689.31;176.89;300;600;650;750;1928
FELIPE GUERRA;RN;874196;1403;623.09;114.26;180;600;600;650;1352
FELISBURGO;MG;787385;1172;671.83;173.23;180;600;650;750;1886
FELIXLANDIA;MG;918707;1368;671.57;152.23;180;600;650;750;1828
FELIZ;RS;119026;174;684.06;169.87;280;600;650;800;1210
FELIZ DESERTO;AL;482742;717;673.28;155.08;205;600;650;750;1468
FELIZ NATAL;MT;782465;993;787.98;261.71;205;600;750;900;2546
FENIX;PR;268590;407;659.93;176.12;180;600;640;750;1828
FERNANDES PINHEIRO;PR;535481;806;664.37;154.38;205;600;650;750;1284
FERNANDES TOURINHO;MG;175568;261;672.67;168.98;288;600;650;750;1686
FERNANDO FALCAO;MA;1879088;2474;759.53;237.62;205;600;740;850;2362
FERNANDO PEDROZA;RN;324164;545;594.8;150.19;205;490;600;650;1358
FERNANDO PRESTES;SP;147556;208;709.4;180.69;230;600;700;800;1402
FERNANDOPOLIS;SP;2218833;3232;686.52;162.19;180;600;650;750;1978
FERNAO;SP;83858;119;704.69;187.32;300;600;700;800;1552
FERRAZ DE VASCONCELOS;SP;9838323;14242;690.8;160.07;180;600;650;750;2396
FERREIRA GOMES;AP;794188;1021;777.85;253.73;180;642;750;860;2254
FERREIROS;PE;1247969;1917;651.0;170.0;180;600;600;750;2690
FERROS;MG;609933;913;668.05;173.06;205;600;650;750;1728
FERVEDOURO;MG;862660;1201;718.28;146.74;280;650;700;800;1778
FIGUEIRA;PR;727400;1090;667.34;135.54;300;600;600;750;1736
FIGUEIRAO;MS;221483;303;730.97;192.72;325;600;700;800;2020
FIGUEIROPOLIS;TO;363585;530;686.01;161.64;205;600;650;757;1486
FIGUEIROPOLIS D'OESTE;MT;123030;172;715.29;194.07;255;600;700;800;1544
FILADELFIA;BA;2768637;4162;665.22;140.68;205;600;650;750;1686
FILADELFIA;TO;872193;1246;699.99;205.96;205;600;650;760;2020
FIRMINO ALVES;BA;829296;1323;626.83;138.71;205;600;600;650;1594
FIRMINOPOLIS;GO;505648;760;665.33;153.6;205;600;650;750;1444
FLEXEIRAS;AL;1692695;2423;698.59;178.84;230;600;650;750;2220
FLOR DA SERRA DO SUL;PR;223980;326;687.06;185.57;180;600;650;800;1594
FLOR DO SERTAO;SC;23618;35;674.8;151.46;350;600;650;786;1010
FLORA RICA;SP;51488;76;677.47;192.56;230;597;650;762;1352
FLORAI;PR;130683;190;687.81;178.94;230;600;650;750;1252
FLORANIA;RN;858217;1333;643.82;144.35;205;600;600;750;1452
FLOREAL;SP;79381;124;640.17;159.53;280;590;600;710;1292
FLORES;PE;2963841;4389;675.29;144.78;180;600;650;750;1836
FLORES DA CUNHA;RS;266656;397;671.68;210.06;205;590;650;800;1644
FLORES DE GOIAS;GO;1005069;1430;702.85;171.88;180;600;650;750;1878
FLORES DO PIAUI;PI;735401;1130;650.8;133.3;280;600;600;700;1494
FLORESTA;PE;5221514;7760;672.88;147.36;205;600;600;750;2120
FLORESTA;PR;200911;275;730.59;220.06;227;600;700;837;1586
FLORESTA AZUL;BA;1310957;2057;637.32;136.41;180;600;600;692;1970
FLORESTA DO ARAGUAIA;PA;2239618;3117;718.52;158.91;180;600;700;800;1594
FLORESTA DO PIAUI;PI;446270;682;654.35;123.89;300;600;600;700;1594
FLORESTAL;MG;264400;378;699.47;185.31;230;600;650;800;1544
FLORESTOPOLIS;PR;1088885;1665;653.98;136.64;180;600;600;750;1676
FLORIANO;PI;5033668;7367;683.27;153.82;180;600;650;750;2028
FLORIANO PEIXOTO;RS;34279;51;672.14;151.92;350;600;650;750;1252
FLORIANOPOLIS;SC;9958798;14529;685.44;177.86;180;600;650;750;2304
FLORIDA;PR;122235;180;679.08;195.1;230;600;650;750;1444
FLORIDA PAULISTA;SP;441013;680;648.55;186.43;180;600;650;750;1386
FLORINIA;SP;175126;255;686.77;185.25;230;600;600;750;2120
FONTE BOA;AM;4368842;5635;775.3;215.35;50;650;750;850;2696
FONTOURA XAVIER;RS;857652;1275;672.67;131.35;205;600;650;750;1544
FORMIGA;MG;1598885;2364;676.35;184.75;205;600;650;750;1928
FORMIGUEIRO;RS;413636;615;672.58;164.76;180;600;650;750;1750
FORMOSA;GO;7617831;10859;701.52;168.71;180;600;650;750;2062
FORMOSA DA SERRA NEGRA;MA;2437103;3261;747.35;187.63;255;600;700;800;2220
FORMOSA DO OESTE;PR;143121;220;650.55;213.39;205;525;650;790;1402
FORMOSA DO RIO PRETO;BA;2934380;4152;706.74;191.06;205;600;650;800;2262
FORMOSA DO SUL;SC;70717;102;693.3;198.78;255;600;700;800;1352
FORMOSO;GO;399106;589;677.6;158.68;180;600;650;750;1402
FORMOSO;MG;1168258;1636;714.09;174.27;300;600;650;800;2354
FORMOSO DO ARAGUAIA;TO;1422055;1981;717.85;225.22;180;600;700;800;2156
FORQUETINHA;RS;26375;41;643.29;159.25;325;600;600;700;1202
FORQUILHA;CE;2541570;3807;667.6;155.21;180;600;650;750;2036
FORQUILHINHA;SC;460087;630;730.3;201.44;230;600;700;800;1544
FORTALEZA;CE;221842192;338711;654.96;134.4;180;600;616;750;2838
FORTALEZA DE MINAS;MG;104568;146;716.22;202.17;205;600;650;800;1444
FORTALEZA DO TABOCAO;TO;446924;638;700.51;156.42;230;600;650;776;1594
FORTALEZA DOS NOGUEIRAS;MA;1817871;2559;710.38;158.82;230;600;700;790;1636
FORTALEZA DOS VALOS;RS;135505;199;680.93;141.53;325;600;650;750;1252
FORTIM;CE;1746831;2689;649.62;145.63;180;600;640;750;1502
FORTUNA;MA;2266021;3102;730.5;191.74;180;600;700;800;1928
FORTUNA DE MINAS;MG;192919;277;696.46;163.03;205;600;690;750;1244
FOZ DO IGUACU;PR;13902253;20025;694.24;183.0;180;600;650;760;2554
FOZ DO JORDAO;PR;452445;666;679.35;158.78;230;600;650;750;1594
FRAIBURGO;SC;1172796;1704;688.26;197.49;205;600;666;800;2120
FRANCA;SP;8079669;11461;704.97;181.16;180;600;650;800;2650
FRANCINOPOLIS;PI;643517;960;670.33;146.1;238;600;600;750;1586
FRANCISCO ALVES;PR;400850;570;703.25;205.47;180;600;650;790;2220
FRANCISCO AYRES;PI;579710;845;686.05;146.49;230;600;650;750;1626
FRANCISCO BADARO;MG;777404;1197;649.46;137.36;180;600;600;700;1970
FRANCISCO BELTRAO;PR;1790422;2786;642.65;200.0;180;540;640;750;1626
FRANCISCO DANTAS;RN;291378;482;604.52;143.22;180;590;600;650;1210
FRANCISCO DUMONT;MG;524669;814;644.56;144.8;180;600;600;747;1402
FRANCISCO MACEDO;PI;378900;562;674.2;131.18;205;600;650;750;1578
FRANCISCO MORATO;SP;12272649;17654;695.18;168.62;180;600;650;750;2554
FRANCISCO SA;MG;2896115;4381;661.06;141.97;205;600;600;740;2436
FRANCISCO SANTOS;PI;788990;1177;670.34;141.65;180;600;650;750;1444
FRANCISCOPOLIS;MG;560149;853;656.68;157.85;205;600;600;750;1870
FRANCO DA ROCHA;SP;8836299;12843;688.02;161.79;180;600;650;750;1978
FRECHEIRINHA;CE;1880629;2778;676.97;169.09;200;600;650;750;1800
FREDERICO WESTPHALEN;RS;615617;886;694.83;186.35;180;600;690;800;1544
FREI GASPAR;MG;865742;1268;682.76;159.16;300;600;600;750;1960
FREI INOCENCIO;MG;1073841;1643;653.59;148.93;205;600;600;750;1636
FREI LAGONEGRO;MG;530344;786;674.74;120.38;375;600;650;750;1494
FREI MARTINHO;PB;448702;703;638.27;102.02;325;600;600;650;1252
FREI MIGUELINHO;PE;3006976;4654;646.11;110.04;205;600;600;650;1920
FREI PAULO;SE;1754434;2604;673.75;163.0;205;600;650;750;2070
FREI ROGERIO;SC;109185;160;682.41;168.03;300;600;650;750;1344
FRONTEIRA;MG;692943;1048;661.21;181.28;180;600;650;750;1786
FRONTEIRA DOS VALES;MG;923304;1400;659.5;126.19;325;600;600;700;1786
FRONTEIRAS;PI;1599235;2460;650.1;119.26;230;600;600;700;1570
FRUTA DE LEITE;MG;510401;735;694.42;194.42;280;600;650;750;1728
FRUTAL;MG;1897395;2716;698.6;175.09;180;600;700;800;1928
FRUTUOSO GOMES;RN;567423;877;647.0;150.39;180;600;600;750;1670
FUNDAO;ES;1081678;1549;698.31;183.22;180;600;650;800;2070
FUNILANDIA;MG;403365;590;683.67;160.99;180;600;650;750;1678
GABRIEL MONTEIRO;SP;59368;84;706.76;220.88;205;600;674;800;1644
GADO BRAVO;PB;1386304;1975;701.93;163.64;205;600;650;750;2012
GALIA;SP;142200;207;686.96;213.12;205;600;650;790;1444
GALILEIA;MG;560688;811;691.35;169.74;255;600;650;750;1778
GALINHOS;RN;216681;324;668.77;203.63;205;600;650;750;1562
GALVAO;SC;127797;181;706.06;144.52;180;600;700;800;1210
GAMELEIRA;PE;3994083;6207;643.48;129.51;205;600;600;700;1736
GAMELEIRA DE GOIAS;GO;142166;203;700.33;210.28;205;600;700;800;1820
GAMELEIRAS;MG;483947;721;671.22;146.31;205;600;650;750;1636
GANDU;BA;3919634;5883;666.26;138.41;180;600;600;750;2312
GARANHUNS;PE;16982440;25701;660.77;145.35;180;600;600;750;2120
GARARU;SE;1862531;2775;671.18;141.45;255;600;650;750;1554
GARCA;SP;1733471;2530;685.17;175.96;180;600;650;750;1962
GARIBALDI;RS;210004;290;724.15;241.54;230;600;700;800;1778
GAROPABA;SC;1030610;1472;700.14;155.16;230;600;650;750;1744
GARRAFAO DO NORTE;PA;3476961;4957;701.42;175.15;180;600;650;790;1770
GARRUCHOS;RS;142446;220;647.48;182.44;288;600;650;750;1344
GARUVA;SC;444900;603;737.81;247.79;180;600;700;850;1960
GASPAR;SC;725676;1030;704.54;211.02;205;600;700;800;1786
GASTAO VIDIGAL;SP;96344;144;669.06;185.57;180;600;650;750;1486
GAUCHA DO NORTE;MT;587439;681;862.61;279.89;300;650;800;1002;2028
GAURAMA;RS;60172;100;601.72;227.44;205;397;600;742;1362
GAVIAO;BA;1008358;1603;629.04;110.42;213;600;600;650;1494
GAVIAO PEIXOTO;SP;148854;217;685.96;156.31;288;600;650;790;1152
GEMINIANO;PI;1077731;1619;665.68;130.6;255;600;600;750;1728
GENERAL CAMARA;RS;525403;800;656.75;153.35;180;600;619;750;1536
GENERAL CARNEIRO;MT;588266;770;763.98;288.0;230;600;700;807;2496
GENERAL CARNEIRO;PR;905336;1319;686.38;184.14;180;600;650;790;1594
GENERAL MAYNARD;SE;439091;680;645.72;134.66;325;600;600;700;1412
GENERAL SALGADO;SP;263890;401;658.08;184.6;205;600;600;750;1778
GENERAL SAMPAIO;CE;1226243;1775;690.84;172.06;205;600;650;750;1912
GENTIL;RS;48626;70;694.66;175.77;280;600;683;800;1202
GENTIO DO OURO;BA;1412572;2082;678.47;139.64;50;600;650;750;1578
GETULINA;SP;471019;719;655.1;155.09;205;600;616;750;2120
GETULIO VARGAS;RS;162113;225;720.5;205.76;205;600;700;800;1828
GILBUES;PI;1815467;2682;676.91;181.69;205;600;600;750;2062
GIRAU DO PONCIANO;AL;5103928;7138;715.04;162.73;205;600;650;800;2120
GIRUA;RS;1064240;1655;643.05;135.66;180;600;600;700;1928
GLAUCILANDIA;MG;291642;442;659.82;154.2;205;600;600;750;1444
GLICERIO;SP;245255;374;655.76;156.93;280;600;609;750;1384
GLORIA;BA;1784668;2588;689.59;175.32;205;600;650;750;1928
GLORIA D'OESTE;MT;218441;318;686.92;168.27;205;600;650;750;1394
GLORIA DE DOURADOS;MS;409907;593;691.24;182.36;300;600;650;800;1636
GLORIA DO GOITA;PE;4006653;5886;680.71;152.7;205;600;650;750;1928
GLORINHA;RS;230985;338;683.39;193.78;205;600;650;800;1970
GODOFREDO VIANA;MA;1276919;1802;708.61;180.52;180;600;650;800;2048
GODOY MOREIRA;PR;180771;276;654.97;158.25;230;600;650;750;1452
GOIABEIRA;MG;293209;424;691.53;137.48;350;600;650;750;1302
GOIANA;MG;279800;425;658.35;166.29;205;600;600;750;1618
GOIANA;PE;11197347;17046;656.89;143.46;180;600;600;716;2262
GOIANAPOLIS;GO;968687;1418;683.14;212.99;180;600;650;800;1786
GOIANDIRA;GO;270763;397;682.02;172.96;205;600;650;750;1736
GOIANESIA;GO;2931646;4183;700.85;176.15;180;600;700;800;1652
GOIANESIA DO PARA;PA;2892263;4174;692.92;173.69;180;600;650;790;1670
GOIANIA;GO;46156215;66278;696.4;155.6;180;600;650;750;2930
GOIANINHA;RN;2841842;3984;713.31;189.88;180;600;650;800;2154
GOIANIRA;GO;3493412;4851;720.14;184.09;180;600;700;800;2070
GOIANORTE;TO;480227;728;659.65;185.41;180;600;640;750;1494
GOIAS;GO;1589591;2389;665.38;150.18;180;600;650;750;1868
GOIATINS;TO;1690194;2271;744.25;216.53;180;600;700;800;2204
GOIATUBA;GO;1045867;1579;662.36;199.22;180;600;650;790;1778
GOIOERE;PR;1823702;2726;669.0;139.41;205;600;621;750;1502
GOIOXIM;PR;607782;846;718.42;169.5;205;600;700;800;1636
GONCALVES;MG;94285;136;693.27;199.57;325;600;650;750;1786
GONCALVES DIAS;MA;2435487;3398;716.74;168.18;280;600;690;800;2496
GONGOGI;BA;1284425;2014;637.75;133.58;325;600;600;700;1700
GONZAGA;MG;422781;640;660.6;193.05;230;600;650;750;1836
GOUVEIA;MG;526933;765;688.8;187.18;180;600;650;800;1736
GOUVELANDIA;GO;240841;347;694.07;159.43;230;600;650;790;1444
GOVERNADOR ARCHER;MA;1166559;1642;710.45;158.55;230;600;700;800;1578
GOVERNADOR CELSO RAMOS;SC;527431;730;722.51;172.18;205;600;700;800;1636
GOVERNADOR DIX-SEPT ROSADO;RN;1621778;2465;657.92;129.25;230;600;640;750;1536
GOVERNADOR EDISON LOBAO;MA;1912795;2794;684.61;201.95;180;600;670;800;1960
GOVERNADOR EUGENIO BARROS;MA;1810142;2558;707.64;179.37;205;600;650;800;2120
GOVERNADOR JORGE TEIXEIRA;RO;644731;905;712.41;181.06;230;650;700;800;1786
GOVERNADOR LINDENBERG;ES;483888;691;700.27;210.06;180;600;700;800;1576
GOVERNADOR LUIZ ROCHA;MA;867753;1227;707.22;169.55;205;600;650;800;2270
GOVERNADOR MANGABEIRA;BA;2148038;3205;670.21;155.95;205;600;650;750;1728
GOVERNADOR NEWTON BELLO;MA;1572380;2220;708.28;174.77;205;600;650;750;2220
GOVERNADOR NUNES FREIRE;MA;3450450;4759;725.04;184.62;205;600;700;800;2102
GOVERNADOR VALADARES;MG;11390098;16620;685.32;172.47;180;600;650;750;2362
GRACA;CE;2078107;3068;677.35;143.64;238;600;650;750;1736
GRACA ARANHA;MA;810884;1134;715.07;159.89;255;600;700;800;1494
GRACHO CARDOSO;SE;1360242;2072;656.49;126.03;230;600;600;700;1494
GRAJAU;MA;8787021;11590;758.16;204.77;180;650;750;810;2404
GRAMADO;RS;619027;906;683.25;189.38;180;600;650;750;1736
GRAMADO DOS LOUREIROS;RS;162766;232;701.58;164.9;280;600;650;792;1444
GRAMADO XAVIER;RS;123668;176;702.66;215.29;238;600;700;800;1836
GRANDES RIOS;PR;426275;627;679.86;181.7;230;600;650;750;1636
GRANITO;PE;1209266;1776;680.89;151.23;205;600;650;750;1736
GRANJA;CE;6509793;9206;707.13;184.55;180;600;650;750;2312
GRANJEIRO;CE;732714;1061;690.59;167.36;205;600;650;750;1820
GRAO MOGOL;MG;1188273;1711;694.49;180.29;205;600;650;750;2062
GRAO PARA;SC;178717;233;767.03;201.87;325;650;750;810;1636
GRAVATA;PE;13305575;20573;646.75;122.44;180;600;600;700;2262
GRAVATAI;RS;10922798;15967;684.09;164.59;180;600;650;750;2562
GRAVATAL;SC;223570;313;714.28;211.1;230;600;650;800;1644
GROAIRAS;CE;1179145;1820;647.88;144.41;180;600;600;750;1928
GROSSOS;RN;1255656;2003;626.89;123.68;205;600;600;690;1494
GRUPIARA;MG;15800;27;585.19;180.55;280;440;600;645;1110
GUABIJU;RS;13811;20;690.55;146.18;375;615;650;750;950
GUABIRUBA;SC;382149;555;688.56;227.34;180;600;700;800;1544
GUACUI;ES;1642753;2385;688.79;192.03;205;600;690;800;2020
GUADALUPE;PI;1485406;2134;696.07;150.5;300;600;650;750;1598
GUAIBA;RS;4149152;6128;677.08;156.35;180;600;650;750;2212
GUAICARA;SP;447086;651;686.77;188.22;205;600;650;800;1808
GUAIMBE;SP;370803;555;668.11;154.64;205;600;650;750;1454
GUAIRA;PR;684072;1022;669.35;272.54;50;455;650;800;1920
GUAIRA;SP;1295951;1953;663.57;149.33;205;600;650;750;1594
GUAIRACA;PR;363130;519;699.67;166.2;205;600;650;786;1654
GUAIUBA;CE;2902535;4387;661.62;164.96;180;600;650;750;1862
GUAJARA;AM;2499744;3221;776.08;239.68;255;603;750;850;2646
GUAJARA-MIRIM;RO;3410268;4330;787.59;268.82;180;640;750;900;2546
GUAJERU;BA;721772;1071;673.92;134.11;300;600;650;750;1394
GUAMARE;RN;1673751;2562;653.3;170.68;180;600;603;750;1863
GUAMIRANGA;PR;375196;537;698.69;189.81;230;600;650;800;1828
GUANAMBI;BA;9200203;13986;657.82;138.08;180;600;650;750;1970
GUANHAES;MG;2386797;3416;698.71;153.98;255;600;650;750;1828
GUAPE;MG;457801;632;724.37;180.86;205;640;720;800;1694
GUAPIACU;SP;530959;764;694.97;187.99;180;600;650;800;2162
GUAPIARA;SP;1199146;1762;680.56;171.2;180;600;650;750;1736
GUAPIMIRIM;RJ;6425591;9848;652.48;139.81;205;600;600;700;2120
GUAPIRAMA;PR;139546;221;631.43;218.45;205;490;600;750;1494
GUAPO;GO;1492953;2125;702.57;151.88;205;600;690;790;1736
GUAPORE;RS;327517;458;715.1;171.68;205;600;700;800;1536
GUAPOREMA;PR;98751;154;641.24;143.62;280;600;600;750;1194
GUARA;SP;933244;1429;653.07;154.48;205;590;650;750;1404
GUARABIRA;PB;5717748;8688;658.12;151.87;180;600;604;750;2466
GUARACAI;SP;249119;387;643.72;169.08;205;600;600;745;1470
GUARACI;PR;250493;361;693.89;161.21;375;600;650;750;1694
GUARACI;SP;561183;822;682.7;159.19;180;600;650;750;1686
GUARACIABA;MG;710416;1033;687.72;143.67;255;600;650;750;1636
GUARACIABA;SC;47460;79;600.76;221.31;205;415;650;750;1244
GUARACIABA DO NORTE;CE;5246017;7309;717.75;184.2;180;600;650;800;2796
GUARACIAMA;MG;716046;1089;657.53;126.53;300;600;600;700;1862
GUARAI;TO;1282613;1903;674.0;194.56;180;600;650;760;1928
GUARAITA;GO;188204;287;655.76;150.51;205;600;650;750;1252
GUARAMIRANGA;CE;702080;1064;659.85;161.48;180;600;640;750;1778
GUARAMIRIM;SC;1056137;1553;680.06;195.32;205;600;650;800;1786
GUARANESIA;MG;689589;955;722.08;217.59;230;600;700;800;2938
GUARANI;MG;476765;725;657.61;181.0;180;600;650;750;1728
GUARANI D'OESTE;SP;76368;123;620.88;175.49;205;600;600;700;1210
GUARANI DAS MISSOES;RS;278245;429;648.59;141.39;230;600;600;750;1302
GUARANI DE GOIAS;GO;457003;667;685.16;174.52;230;600;650;750;1636
GUARANIACU;PR;322253;466;691.53;204.79;205;600;650;800;1536
GUARANTA;SP;440080;620;709.81;169.43;313;600;650;790;1828
GUARANTA DO NORTE;MT;2139643;2861;747.87;211.72;205;600;700;800;2220
GUARAPARI;ES;5226617;7430;703.45;192.93;180;600;690;800;2788
GUARAPUAVA;PR;8328794;11608;717.5;191.24;180;600;700;800;2362
GUARAQUECABA;PR;1020029;1467;695.32;180.29;230;600;650;750;2252
GUARARA;MG;381022;586;650.21;132.56;180;600;600;700;1402
GUARARAPES;SP;958577;1410;679.84;193.86;205;600;650;750;1970
GUARAREMA;SP;1907393;2798;681.7;161.98;205;600;650;750;2412
GUARATINGA;BA;3467165;5317;652.09;129.73;205;600;600;700;1728
GUARATINGUETA;SP;3987743;5749;693.64;169.21;180;600;650;750;1754
GUARATUBA;PR;2551355;3687;691.99;191.73;180;600;650;790;1728
GUARDA-MOR;MG;291847;425;686.7;185.3;180;600;666;800;1886
GUAREI;SP;350974;541;648.75;222.49;205;530;610;750;1544
GUARIBA;SP;1157957;1679;689.67;188.6;180;600;650;760;1878
GUARIBAS;PI;898874;1263;711.7;134.57;325;600;700;800;1494
GUARINOS;GO;163546;244;670.27;132.48;230;600;650;750;1302
GUARUJA;SP;11356141;16263;698.28;165.04;180;600;650;750;2212
GUARUJA DO SUL;SC;54477;88;619.06;241.34;205;437;633;750;1444
